id|gen|sp|en|lat|lng|url|file|file-name
616081|Accipiter|tachiro|African Goshawk|-26.9342|32.2824|//xeno-canto.org/616081|https://xeno-canto.org/616081/download|XC616081-African Goshawk - A. t. tachiro - Song - CH - Ndumo South Africa - date unknown.mp3
555534|Accipiter|badius|Shikra|13.2014|101.0318|//xeno-canto.org/555534|https://xeno-canto.org/555534/download|XC555534-200509shikra.mp3
143001|Accipiter|brevipes|Levant Sparrowhawk|44.1373|27.017|//xeno-canto.org/143001|https://xeno-canto.org/143001/download|XC143001-Accipiter brevi 2-20000516.mp3
840818|Accipiter|soloensis|Chinese Sparrowhawk|30.2528|120.1217|//xeno-canto.org/840818|https://xeno-canto.org/840818/download|XC840818-Chinese-Sparrow-hawk赤腹鹰-call-202006051206-杭州植物园SHADOW_1657S12---B.mp3
537009|Accipiter|francesiae|Frances's Sparrowhawk|-16.3|46.8|//xeno-canto.org/537009|https://xeno-canto.org/537009/download|XC537009-Frances's Sparrowhawk (call) 20190817,AnkarafantsikaNP,MADAGASCAR_[start mid song].mp3
194147|Accipiter|trinotatus|Spot-tailed Sparrowhawk|0.7784|124.4009|//xeno-canto.org/194147|https://xeno-canto.org/194147/download|XC194147-Accipiter_trinotatus-FL response Ambang 18Aug14 6.54am LS113051.mp3
434627|Accipiter|novaehollandiae|Grey Goshawk|-21.1624|148.4854|//xeno-canto.org/434627|https://xeno-canto.org/434627/download|XC434627-Goshawk_Grey_MX339_Diggings_DuskA_8thSep18.mp3
533463|Accipiter|hiogaster|Variable Goshawk|0.4218|127.9019|//xeno-canto.org/533463|https://xeno-canto.org/533463/download|XC533463-Goshawk_Variable_M6P-104_Halmahera_Spot_Weda_Hill.mp3
775614|Accipiter|fasciatus|Brown Goshawk|-37.6755|145.0813|//xeno-canto.org/775614|https://xeno-canto.org/775614/download|XC775614-2023_01_02-Accipiter-fasciatus1.mp3
283860|Accipiter|albogularis|Pied Goshawk|-9.4424|160.0299|//xeno-canto.org/283860|https://xeno-canto.org/283860/download|XC283860-Accipiter_albogularis_woodfordi-FL response Betikama, Guadalcanal 1Oct15 6.53am LS117756a.mp3
75496|Accipiter|rufitorques|Fiji Goshawk|-16.813|-179.992|//xeno-canto.org/75496|https://xeno-canto.org/75496/download|taveunigoshawk2.mp3
413608|Accipiter|henicogrammus|Moluccan Goshawk|0.4582|127.8824|//xeno-canto.org/413608|https://xeno-canto.org/413608/download|XC413608-Accipiter_henicogrammus-FL song fem Weda Halmahera 15Aug17 8.37am LS112531a.mp3
502732|Accipiter|poliocephalus|Grey-headed Goshawk|-0.8022|130.5743|//xeno-canto.org/502732|https://xeno-canto.org/502732/download|XC502732-Goshawk_Grey-headed_Batanta_2019_08_26.mp3
810748|Accipiter|minullus|Little Sparrowhawk|-0.6113|34.5465|//xeno-canto.org/810748|https://xeno-canto.org/810748/download|XC810748-Accipiter-minullus_homa_2689.wav
266716|Accipiter|gularis|Japanese Sparrowhawk|44.2813|132.6289|//xeno-canto.org/266716|https://xeno-canto.org/266716/download|XC266716-Accipiter gularis 150502_001, Грибное,A.MP3
981291|Accipiter|virgatus|Besra|29.5619|119.1266|//xeno-canto.org/981291|https://xeno-canto.org/981291/download|XC981291-20250318-0901-羡山植物园-松雀鹰song-0821-m10c.wav
203322|Accipiter|nanus|Dwarf Sparrowhawk|-1.5159|120.2301|//xeno-canto.org/203322|https://xeno-canto.org/203322/download|XC203322-Dwarf SparrowhawkLL22014.mp3
127424|Accipiter|erythrauchen|Rufous-necked Sparrowhawk|-3.0358|129.1371|//xeno-canto.org/127424|https://xeno-canto.org/127424/download|XC127424-Accipiter_erythrauchen_ceramensis-FL Seram 1200m 26Aug12 LS112575.mp3
210258|Accipiter|rhodogaster|Vinous-breasted Sparrowhawk|-1.3009|122.8809|//xeno-canto.org/210258|https://xeno-canto.org/210258/download|XC210258-Accipiter+rhodogaster_2009-PV_AV3233.mp3
721201|Accipiter|nisus|Eurasian Sparrowhawk|50.9395|6.9176|//xeno-canto.org/721201|https://xeno-canto.org/721201/download|XC721201-Sperber.mp3
791005|Accipiter|striatus|Sharp-shinned Hawk|-32.144|-53.728|//xeno-canto.org/791005|https://xeno-canto.org/791005/download|XC791005-Gavilán-Chico-Amp.mp3
197495|Accipiter|chionogaster|White-breasted Hawk|14.126|-88.908|//xeno-canto.org/197495|https://xeno-canto.org/197495/download|XC197495-Accipiter striatus chionogaster La Montañona 9 julio 2014 dos grabaciones.mp3
731961|Accipiter|ventralis|Plain-breasted Hawk|6.2434|-73.0235|//xeno-canto.org/731961|https://xeno-canto.org/731961/download|XC731961-Accipiter ventralis.mp3
464717|Accipiter|erythronemius|Rufous-thighed Hawk|-26.2766|-48.6176|//xeno-canto.org/464717|https://xeno-canto.org/464717/download|XC464717-170923_17_Accipiter_striatus_A_superciliosus.mp3
11627|Accipiter|cooperii|Cooper's Hawk|40.45387|-105.44916|//xeno-canto.org/11627|https://xeno-canto.org/11627/download|NDP2005-COHA-GTE-Lar-CO-8-6.mp3
971099|Accipiter|bicolor|Bicolored Hawk|-24.8287|-65.2339|//xeno-canto.org/971099|https://xeno-canto.org/971099/download|XC971099-Bicolored-Hawk-(song,-Argentina,-Finca-La-Montana,-221211_011).wav
332483|Accipiter|chilensis|Chilean Hawk|-39.4431|-71.7486|//xeno-canto.org/332483|https://xeno-canto.org/332483/download|XC332483-LabDosel_Bosquepehuen_Peuquito2.mp3
396286|Accipiter|melanoleucus|Black Sparrowhawk|-29.0195|26.0815|//xeno-canto.org/396286|https://xeno-canto.org/396286/download|XC396286-Strange bird.mp3
750013|Accipiter|henstii|Henst's Goshawk|-18.9467|48.4184|//xeno-canto.org/750013|https://xeno-canto.org/750013/download|XC750013-Hensts Andasibe ED.mp3
978938|Accipiter|gentilis|Northern Goshawk|59.2702|18.0112|//xeno-canto.org/978938|https://xeno-canto.org/978938/download|XC978938-20250309_0630_duvhök_sång_Älvsjöskogen_Brännkyrka_Srm_AA_redigerad_202503.mp3
961137|Circus|aeruginosus|Western Marsh Harrier|57.0954|9.049|//xeno-canto.org/961137|https://xeno-canto.org/961137/download|XC961137-Rørhøg-160507-026-2.mp3
254086|Circus|spilonotus|Eastern Marsh Harrier|47.2378|118.0521|//xeno-canto.org/254086|https://xeno-canto.org/254086/download|XC254086-Cirspi Mongolia 120615 song male.mp3
926876|Circus|approximans|Swamp Harrier|-44.0742|-176.6368|//xeno-canto.org/926876|https://xeno-canto.org/926876/download|XC926876-SwampHarrier.2022.09.10(0910).TaikoCamp.mp3
528334|Circus|buffoni|Long-winged Harrier|-33.9032|-53.6802|//xeno-canto.org/528334|https://xeno-canto.org/528334/download|XC528334-Gavilán Alilargo.mp3
542442|Circus|cyaneus|Hen Harrier|48.7403|1.7246|//xeno-canto.org/542442|https://xeno-canto.org/542442/download|XC542442-BUSM M migr festonne 25-8 Boc STLG 10h24 250318 LS_33807V2c.mp3
549572|Circus|macrourus|Pallid Harrier|50.0767|15.0411|//xeno-canto.org/549572|https://xeno-canto.org/549572/download|XC549572-stepuak_1.mp3
100625|Circus|pygargus|Montagu's Harrier|53.3148|22.6028|//xeno-canto.org/100625|https://xeno-canto.org/100625/download|circus_pygargus_mf_poland_jarek_matusiak_20120506.mp3
879251|Milvus|milvus|Red Kite|43.178|0.3973|//xeno-canto.org/879251|https://xeno-canto.org/879251/download|XC879251-MILMIL_240304_3931_Barran65.mp3
881012|Milvus|migrans|Black Kite|12.0579|75.5804|//xeno-canto.org/881012|https://xeno-canto.org/881012/download|XC881012-black-eagle(2).mp3
523032|Milvus|aegyptius|Yellow-billed Kite|11.875|-15.5903|//xeno-canto.org/523032|https://xeno-canto.org/523032/download|XC523032-Yellow-billed Kite, calls, Azalai Hotel, Bissau, 140120, 0813 uur.mp3
816345|Haliastur|sphenurus|Whistling Kite|-24.9913|148.6864|//xeno-canto.org/816345|https://xeno-canto.org/816345/download|XC816345-Kite_Whistling2_M6MKH-701_Lake_Nuga_Island_Dawn_30thJan22.mp3
663577|Haliastur|indus|Brahminy Kite|12.8809|80.092|//xeno-canto.org/663577|https://xeno-canto.org/663577/download|XC663577-Brahmini kite 4.mp3
209615|Haliaeetus|leucogaster|White-bellied Sea Eagle|15.672|73.914|//xeno-canto.org/209615|https://xeno-canto.org/209615/download|XC209615-wbs eagle amthane 3 jan 2015 5.15 pm el edit.mp3
890670|Haliaeetus|vocifer|African Fish Eagle|-14.7349|26.3297|//xeno-canto.org/890670|https://xeno-canto.org/890670/download|XC890670-Eagle_African-Fish2_M6MKH-672_Kafue_Mushingashi_Creek_Dawn_27thAug23.mp3
883587|Haliaeetus|leucoryphus|Pallas's Fish Eagle|26.6048|93.294|//xeno-canto.org/883587|https://xeno-canto.org/883587/download|XC883587-Pallas-s-Fish-Eagle_20240212_092055_prepared.mp3
816725|Haliaeetus|albicilla|White-tailed Eagle|||//xeno-canto.org/816725|https://xeno-canto.org/816725/download|XC816725-SM4BB54_bieliki-toki_14022023_1609.mp3
489769|Haliaeetus|pelagicus|Steller's Sea Eagle|51.542|143.3598|//xeno-canto.org/489769|https://xeno-canto.org/489769/download|XC489769-Haliaeetus pelagicus 190719_002,25A1.MP3
408518|Haliaeetus|humilis|Lesser Fish Eagle|6.1151|100.9634|//xeno-canto.org/408518|https://xeno-canto.org/408518/download|XC408518-Eagle_Lesser-Fish_Ulu_Muda_Sira_Swamp_Dawn4a_24thMarch18.mp3
776541|Haliaeetus|ichthyaetus|Grey-headed Fish Eagle|1.357|103.7719|//xeno-canto.org/776541|https://xeno-canto.org/776541/download|XC776541-Grey-headed-Fish-Eagle.mp3
778086|Butastur|liventer|Rufous-winged Buzzard|18.5366|98.6448|//xeno-canto.org/778086|https://xeno-canto.org/778086/download|XC778086-a02a.mp3
658113|Butastur|indicus|Grey-faced Buzzard|26.3638|120.4923|//xeno-canto.org/658113|https://xeno-canto.org/658113/download|XC658113-210414_4201_UN_4.mp3
263112|Ictinia|mississippiensis|Mississippi Kite|31.4082|-106.5894|//xeno-canto.org/263112|https://xeno-canto.org/263112/download|XC263112-sauveiro-do-norte.mp3.mp3
859364|Ictinia|plumbea|Plumbeous Kite|-16.5631|-49.285|//xeno-canto.org/859364|https://xeno-canto.org/859364/download|XC859364-27-12-2023-16e24-Sovi-CARAIBAS.mp3
570212|Busarellus|nigricollis|Black-collared Hawk|-27.1453|-58.8418|//xeno-canto.org/570212|https://xeno-canto.org/570212/download|XC570212-BusarnigricTape14Guaycurú.mp3
504641|Rostrhamus|sociabilis|Snail Kite|-34.902|-55.015|//xeno-canto.org/504641|https://xeno-canto.org/504641/download|XC504641-Caracolero.mp3
596812|Helicolestes|hamatus|Slender-billed Kite|8.1756|-77.7374|//xeno-canto.org/596812|https://xeno-canto.org/596812/download|XC596812-slender- billed kite cut-6dB_2020.10.17 1456.mp3
897339|Geranospiza|caerulescens|Crane Hawk|-31.8678|-58.21|//xeno-canto.org/897339|https://xeno-canto.org/897339/download|XC897339-Geranospiza-caerulescens-ZOOM0031.mp3
261524|Cryptoleucopteryx|plumbea|Plumbeous Hawk|0.883|-78.8|//xeno-canto.org/261524|https://xeno-canto.org/261524/download|XC261524-20.019.05.Plumbeous_Hawk.mp3
939981|Buteogallus|schistaceus|Slate-colored Hawk|1.7895|-61.1926|//xeno-canto.org/939981|https://xeno-canto.org/939981/download|XC939981-30-09-2024-17e4-Gaviao-azul-(Buteogallus-schistaceus)-CARACARAI.mp3
539286|Buteogallus|anthracinus|Common Black Hawk|20.7613|-105.4844|//xeno-canto.org/539286|https://xeno-canto.org/539286/download|XC539286-Buteogallus antrhacinus.mp3
975523|Buteogallus|gundlachii|Cuban Black Hawk|22.5769|-78.65|//xeno-canto.org/975523|https://xeno-canto.org/975523/download|XC975523-Buteogallus--gundlchii_coco_MixPre-6775.wav
185890|Buteogallus|aequinoctialis|Rufous Crab Hawk|-9.3164|-35.4423|//xeno-canto.org/185890|https://xeno-canto.org/185890/download|XC185890-F060 Buteogallus aequinoctialis (song and calls)PassodeCamaragibeAL060611.mp3
399649|Buteogallus|meridionalis|Savanna Hawk|-22.3926|-42.3662|//xeno-canto.org/399649|https://xeno-canto.org/399649/download|XC399649-STE-014 gavião caboclo.mp3
587584|Buteogallus|lacernulatus|White-necked Hawk|-22.4879|-42.9555|//xeno-canto.org/587584|https://xeno-canto.org/587584/download|XC587584-Amadonastur lacernulatus_Daniel_Caneca Fina_7mar2020_10h01min.mp3
958044|Buteogallus|urubitinga|Great Black Hawk|-24.955|-57.299|//xeno-canto.org/958044|https://xeno-canto.org/958044/download|XC958044-Buteogallus-urubitinga.mp3
775240|Buteogallus|coronatus|Chaco Eagle|-12.5791|-65.3129|//xeno-canto.org/775240|https://xeno-canto.org/775240/download|XC775240-221210_1736.wav
93671|Morphnarchus|princeps|Barred Hawk|10.2501|-84.5501|//xeno-canto.org/93671|https://xeno-canto.org/93671/download|nm2.mp3
980701|Rupornis|magnirostris|Roadside Hawk|-0.0959|-76.0398|//xeno-canto.org/980701|https://xeno-canto.org/980701/download|XC980701-Hawk_Roadside1_F3PES_039_Cuyabeno_Parrot_Salt_Lick_AM2_31Jan25.mp3
875607|Parabuteo|unicinctus|Harris's Hawk|-32.9019|-60.7329|//xeno-canto.org/875607|https://xeno-canto.org/875607/download|XC875607-Gavilanmixto12.05pmBosqueConstituyentes11deFebrero.wav
343838|Parabuteo|leucorrhous|White-rumped Hawk|6.2715|-75.6663|//xeno-canto.org/343838|https://xeno-canto.org/343838/download|XC343838-Parabuteo leucorrhous.mp3
832952|Geranoaetus|albicaudatus|White-tailed Hawk|-17.473|-47.308|//xeno-canto.org/832952|https://xeno-canto.org/832952/download|XC832952-28-09-2023-14e52-Gaviao-de-rabo-branco-PARACATU.mp3
59988|Geranoaetus|polyosoma|Variable Hawk|||//xeno-canto.org/59988|https://xeno-canto.org/59988/download|HAWK Red-backed_40_Quebrada de Paposo_Antofagasta_II Region_CH_23JUL01_Alvaro Jaramillo.mp3
657343|Geranoaetus|melanoleucus|Black-chested Buzzard-Eagle|-21.6175|-43.9253|//xeno-canto.org/657343|https://xeno-canto.org/657343/download|XC657343-20210608-145018_água-serrana (adulto e jovem) ZENFONE6.mp3
618844|Pseudastur|polionotus|Mantled Hawk|-14.4791|-39.0933|//xeno-canto.org/618844|https://xeno-canto.org/618844/download|XC618844-Pseudastur polionotus_Urucuca_210122_0644.mp3
830191|Pseudastur|albicollis|White Hawk|-6.0697|-50.0627|//xeno-canto.org/830191|https://xeno-canto.org/830191/download|XC830191-06-09-2023-11e12-Gaviao-branco-ZOOBOT-PARAUAPEBAS.mp3
621274|Pseudastur|occidentalis|Grey-backed Hawk|-2.117|-80.067|//xeno-canto.org/621274|https://xeno-canto.org/621274/download|XC621274-Pseudastur occidentalis_Cerro Blanco_2019-12-22T17-03-56(1).mp3
400568|Leucopternis|semiplumbeus|Semiplumbeous Hawk|10.3327|-84.0187|//xeno-canto.org/400568|https://xeno-canto.org/400568/download|XC400568-Semiplumbeous Hawk 1.MP3
636819|Leucopternis|melanops|Black-faced Hawk|-1.66|-56.603|//xeno-canto.org/636819|https://xeno-canto.org/636819/download|XC636819-Leucopternis melanops STE-066.mp3
315398|Leucopternis|kuhli|White-browed Hawk|-9.5981|-55.932|//xeno-canto.org/315398|https://xeno-canto.org/315398/download|XC315398-Leucopternis_kuhli_(White-browed_Hawk)e.p.22.06.12.mp3
973016|Buteo|plagiatus|Grey Hawk|31.34|-109.273|//xeno-canto.org/973016|https://xeno-canto.org/973016/download|XC973016-HAWK_Gray_c_s-SBNWR-1100m-041824-0945.wav
446716|Buteo|nitidus|Grey-lined Hawk|-8.9828|-62.5856|//xeno-canto.org/446716|https://xeno-canto.org/446716/download|XC446716-1128 Buteo nitidus (song)Manoa_CujubimRO_091114_FIG.mp3
564543|Buteo|lineatus|Red-shouldered Hawk|35.987|-87.145|//xeno-canto.org/564543|https://xeno-canto.org/564543/download|XC564543-20200602_0524.mp3
944772|Buteo|platypterus|Broad-winged Hawk|-4.0364|-79.1931|//xeno-canto.org/944772|https://xeno-canto.org/944772/download|XC944772-49.-Buteo-platypterus-XC.wav
59989|Buteo|albigula|White-throated Hawk|-38.6417|-71.7017|//xeno-canto.org/59989|https://xeno-canto.org/59989/download|HAWK White-throated_01_PN Conguillio-Laguna Captren_IX Region_CH_17NOV04_Alvaro Jaramillo.mp3
519959|Buteo|brachyurus|Short-tailed Hawk|5.4958|-55.1653|//xeno-canto.org/519959|https://xeno-canto.org/519959/download|XC519959-RDBPARA-435_2019-08-05_07h33_poss_ShorttailHawk_song.mp3
406862|Buteo|galapagoensis|Galapagos Hawk|-0.457|-91.0957|//xeno-canto.org/406862|https://xeno-canto.org/406862/download|XC406862-ButeoG.mp3
419515|Buteo|albonotatus|Zone-tailed Hawk|-15.8816|-38.9001|//xeno-canto.org/419515|https://xeno-canto.org/419515/download|XC419515-1265 Buteo albonotatus (song)SantaClara_Belmonte_BA_280814.mp3
373822|Buteo|jamaicensis|Red-tailed Hawk|53.9263|-124.0697|//xeno-canto.org/373822|https://xeno-canto.org/373822/download|XC373822-2017-06-02 - British-Columbia - Vanderhoof - 1059 - Red-tailed Hawk.mp3
53324|Buteo|ventralis|Rufous-tailed Hawk|||//xeno-canto.org/53324|https://xeno-canto.org/53324/download|HAWK Rufous-tailed_20_PN Lago Puelo-Cerro Plataforma_Chubut_AR_MAR06_Felix Vidoz.mp3
645345|Buteo|lagopus|Rough-legged Buzzard|65.0891|15.1399|//xeno-canto.org/645345|https://xeno-canto.org/645345/download|XC645345-Fjällvråk_04.mp3
793930|Buteo|buteo|Common Buzzard|59.1844|18.2695|//xeno-canto.org/793930|https://xeno-canto.org/793930/download|XC793930-Common-Buzzard-15-Apr-TNP-0923.wav
976131|Buteo|brachypterus|Madagascar Buzzard|-21.3981|47.189|//xeno-canto.org/976131|https://xeno-canto.org/976131/download|XC976131-Foudia+saxicola-022_8.01.2013,-Мадагаскар,-30-km-N-Fianarantsoa,-горы,-8-30,B1.wav
397618|Buteo|augur|Augur Buzzard|-1.3095|36.7628|//xeno-canto.org/397618|https://xeno-canto.org/397618/download|XC397618-140913_0040_Augar_Buzzard_Jamhuri_13Sep15_1110.mp3
172214|Tyto|tenebricosa|Greater Sooty Owl|-33.8139|150.0249|//xeno-canto.org/172214|https://xeno-canto.org/172214/download|XC172214-sooty-owl-jc3.mp3
816156|Tyto|multipunctata|Lesser Sooty Owl|-18.9959|146.1691|//xeno-canto.org/816156|https://xeno-canto.org/816156/download|XC816156-Owl_Lesser_Sooty1_M6MKH-783_Paluma_Junction_Night2_10thFeb22.mp3
777434|Tyto|novaehollandiae|Australian Masked Owl|-35.5382|150.2923|//xeno-canto.org/777434|https://xeno-canto.org/777434/download|XC777434-Australian-Masked-owl-Crackle.wav
88284|Tyto|rosenbergii|Sulawesi Masked Owl|-1.375|120.32|//xeno-canto.org/88284|https://xeno-canto.org/88284/download|Tyto_rosenbergi-FL nrSeba (Wuasa)  9Aug11 R09_0039.mp3
981495|Tyto|alba|Western Barn Owl|46.6109|0.54|//xeno-canto.org/981495|https://xeno-canto.org/981495/download|XC981495-250318_1166_Effraie_22h45-A.mp3
856879|Tyto|furcata|American Barn Owl|8.5984|-67.7365|//xeno-canto.org/856879|https://xeno-canto.org/856879/download|XC856879-Tyto-alba-12-23-b.mp3
278860|Tyto|javanica|Eastern Barn Owl|-8.292|124.7214|//xeno-canto.org/278860|https://xeno-canto.org/278860/download|XC278860-Eastern Barn Owl  0405_213724 mp3 and Alor Boobook Apui.mp3
303751|Tyto|glaucops|Ashy-faced Owl|18.1217|-71.6165|//xeno-canto.org/303751|https://xeno-canto.org/303751/download|XC303751-Ashy-faced Owl2016-2-13-1.mp3
810202|Tyto|longimembris|Eastern Grass Owl|||//xeno-canto.org/810202|https://xeno-canto.org/810202/download|XC810202-071-013_02-adjust.wav
935999|Phodilus|badius|Oriental Bay Owl|5.4668|118.2531|//xeno-canto.org/935999|https://xeno-canto.org/935999/download|XC935999-Oriëntal-Bay-Owl,-song,-Kinanbatangan,-Malaysia,-170824,-2116-uur.wav
473612|Phodilus|assimilis|Sri Lanka Bay Owl|10.0661|76.769|//xeno-canto.org/473612|https://xeno-canto.org/473612/download|XC473612-Phodius_assimilis-FL song nr Neriamangalam 2Feb16 7.30pm LS119795a.mp3
825428|Uroglaux|dimorpha|Papuan Hawk-Owl|-0.93|131.3174|//xeno-canto.org/825428|https://xeno-canto.org/825428/download|XC825428-230817_1112.mp3
777823|Ninox|rufa|Rufous Owl|-16.9005|145.7608|//xeno-canto.org/777823|https://xeno-canto.org/777823/download|XC777823-Rufous-Owl-Hoot-(Cairns).wav
174183|Ninox|strenua|Powerful Owl|-34.1211|151.0456|//xeno-canto.org/174183|https://xeno-canto.org/174183/download|XC174183-powerful-owl2.mp3
582487|Ninox|connivens|Barking Owl|-7.965683|140.443|//xeno-canto.org/582487|https://xeno-canto.org/582487/download|XC582487-VOC_190828-0896 Barking Owl EDITED BIG.mp3
757441|Ninox|rudolfi|Sumba Boobook|-9.7369|119.9381|//xeno-canto.org/757441|https://xeno-canto.org/757441/download|XC757441-Sumba-Boobook_22-April-2016_DLY.mp3
863942|Ninox|boobook|Australian Boobook|-37.9119|144.1143|//xeno-canto.org/863942|https://xeno-canto.org/863942/download|XC863942-boobook-Duet-20231123_135600.wav
627387|Ninox|rotiensis|Rote Boobook|-10.5836|123.2614|//xeno-canto.org/627387|https://xeno-canto.org/627387/download|XC627387-RoteBoobook_Bolatena_2013-12-15_1904_SC.mp3
410169|Ninox|fusca|Timor Boobook|-10.0402|123.9349|//xeno-canto.org/410169|https://xeno-canto.org/410169/download|XC410169-Timorboobook_timor_062117_song.mp3
612888|Ninox|plesseni|Alor Boobook|-8.2584|124.7244|//xeno-canto.org/612888|https://xeno-canto.org/612888/download|XC612888-AlorBoobook_duet_Apui_2013-11-21_2054_SC_High-Pass-filter-300Hz-12db.mp3
859982|Ninox|novaeseelandiae|Morepork|-43.404|147.247|//xeno-canto.org/859982|https://xeno-canto.org/859982/download|XC859982-LS_56019-Tasmanian-Boobook-song-A.mp3
919644|Ninox|japonica|Northern Boobook|41.8348|123.5904|//xeno-canto.org/919644|https://xeno-canto.org/919644/download|XC919644-240626_1600---北鹰鸮.mp3
980511|Ninox|scutulata|Brown Hawk-Owl|24.4761|97.5843|//xeno-canto.org/980511|https://xeno-canto.org/980511/download|XC980511-241210_2006.mp3
767407|Ninox|obscura|Hume's Hawk-Owl|11.5101|92.7067|//xeno-canto.org/767407|https://xeno-canto.org/767407/download|XC767407-Hume-s-Hawk-Owl_Chidiya-Tapu2_DLY.mp3
963862|Ninox|randi|Chocolate Boobook|8.1786|126.2364|//xeno-canto.org/963862|https://xeno-canto.org/963862/download|XC963862-Chocolate-Boobook-(song,-PH,-PICOP,-240309_031).wav
771511|Ninox|affinis|Andaman Hawk-Owl|11.6209|92.6625|//xeno-canto.org/771511|https://xeno-canto.org/771511/download|XC771511-Andaman-Hawk-Owl_Reservoir1_DLY.mp3
963552|Ninox|philippensis|Luzon Hawk-Owl|9.7056|124.1234|//xeno-canto.org/963552|https://xeno-canto.org/963552/download|XC963552-Luzon-Boobook-(song,-PH,-Raja-Sikatuna,-240304_028).wav
965160|Ninox|spilocephala|Mindanao Hawk-Owl|7.0475|122.0141|//xeno-canto.org/965160|https://xeno-canto.org/965160/download|XC965160-Mindanao-Hawk-Owl-(song,-PH,-Pasonanca-Lapaz,-240323_028).wav
410748|Ninox|reyi|Sulu Hawk-Owl|5.067|119.7892|//xeno-canto.org/410748|https://xeno-canto.org/410748/download|XC410748-AV15768 Sulu Hawk-owl Tawi Tawi 16 Jan 2012 BDM.mp3
217296|Ninox|rumseyi|Cebu Hawk-Owl|9.6778|123.4767|//xeno-canto.org/217296|https://xeno-canto.org/217296/download|XC217296-B2A_CebuBoobook2Alcoy215_SDW.mp3
403714|Ninox|spilonotus|Romblon Hawk-Owl|12.5761|122.1112|//xeno-canto.org/403714|https://xeno-canto.org/403714/download|XC403714-RomblonBoobook_Romblon_060217_song2.mp3
299103|Ninox|mindorensis|Mindoro Hawk-Owl|||//xeno-canto.org/299103|https://xeno-canto.org/299103/download|XC299103-mindoro hawk owl  malasimbo 7.mp3
757443|Ninox|sumbaensis|Little Sumba Hawk-Owl|-9.7369|119.9381|//xeno-canto.org/757443|https://xeno-canto.org/757443/download|XC757443-Little-Sumba-Hawk-Owl_Sumba1_22-April-2016_DLY.mp3
539683|Ninox|burhani|Togian Boobook|-0.2558|122.0564|//xeno-canto.org/539683|https://xeno-canto.org/539683/download|XC539683-Togian Boobook2019-12-23-6.mp3
823352|Ninox|ochracea|Ochre-bellied Boobook|-1.0842|119.9655|//xeno-canto.org/823352|https://xeno-canto.org/823352/download|XC823352-Ochre-bellied-Boobook_Palolo.wav
819234|Ninox|ios|Cinnabar Boobook|0.7769|124.3939|//xeno-canto.org/819234|https://xeno-canto.org/819234/download|XC819234-075-Boobook---Cinnabar-(Ninox-ios)-Song-JUL-1832h-1350m-GnAmbangSulawesiID_gi_4691.mp3
410496|Ninox|hypogramma|Halmahera Boobook|1.2659|128.1975|//xeno-canto.org/410496|https://xeno-canto.org/410496/download|XC410496-HalmaheraBoobook_Hal_070617_call.mp3
956578|Ninox|hantu|Buru Boobook|-3.1487|126.5848|//xeno-canto.org/956578|https://xeno-canto.org/956578/download|XC956578-12-Buru-Boobook.mp3
122022|Ninox|squamipila|Seram Boobook|-2.9709|129.2239|//xeno-canto.org/122022|https://xeno-canto.org/122022/download|XC122022-USER0127.mp3
414995|Ninox|forbesi|Tanimbar Boobook|-7.7969|131.388|//xeno-canto.org/414995|https://xeno-canto.org/414995/download|XC414995-TanimbarBooBook_Tanimbar_081117_song2.mp3
68847|Ninox|natalis|Christmas Boobook|-10.48|105.62|//xeno-canto.org/68847|https://xeno-canto.org/68847/download|Ninox_natalis_ChristmasI-99b-FRL_AU_19_1404-1546_1_S.mp3
590316|Ninox|theomacha|Papuan Boobook|-9.4369|147.3692|//xeno-canto.org/590316|https://xeno-canto.org/590316/download|XC590316-Papuan Boobook SEPT 29 1993.mp3
924523|Ninox|punctulata|Speckled Boobook|1.35|124.8664|//xeno-canto.org/924523|https://xeno-canto.org/924523/download|XC924523-Speckled-Boobook_Mahawu.wav
246706|Ninox|odiosa|New Britain Boobook|-5.4368|150.0877|//xeno-canto.org/246706|https://xeno-canto.org/246706/download|XC246706-NinoxOdiWNB15415.mp3
975433|Margarobyas|lawrencii|Bare-legged Owl|22.2876|-81.1434|//xeno-canto.org/975433|https://xeno-canto.org/975433/download|XC975433-Margarobyas-lawrencii_zapata_MixPre-6663.wav
939037|Taenioptynx|brodiei|Collared Owlet|3.7089|101.7366|//xeno-canto.org/939037|https://xeno-canto.org/939037/download|XC939037-Collared-Owlet,-song,-Frasers-Hill,-Malaysia,280824,-0951-uur.wav
953839|Taenioptynx|sylvaticus|Sunda Owlet|6.023|116.5453|//xeno-canto.org/953839|https://xeno-canto.org/953839/download|XC953839-241102_2433-Sunda-Owlet-20241102-2.11pm-KNP-ebird-xeno.mp3
555495|Micrathene|whitneyi|Elf Owl|31.7272|-110.8751|//xeno-canto.org/555495|https://xeno-canto.org/555495/download|XC555495-Elf Owl Micrathene whitneyi Bog Springs AZ 4-5-19.mp3
543123|Xenoglaux|loweryi|Long-whiskered Owlet|-5.6713|-77.7588|//xeno-canto.org/543123|https://xeno-canto.org/543123/download|XC543123-Long-whiskered Owlet_AltoNieva_Pe_3ago2013_FSchhmitt.mp3
978839|Aegolius|funereus|Boreal Owl|62.8668|24.7739|//xeno-canto.org/978839|https://xeno-canto.org/978839/download|XC978839-helmipöllö,-soidinääni,-Riuttasalmi.mp3
